tconst,primaryTitle,startYear,region,language,directors,writers,cast_crew,categories
tt32338455,Sher Punjab Da,1994,PK,,nm16125946,nm6290772,"['Abid Ali', 'Bahar Begum', 'Butt Goga', 'Gori', 'Hadiar Abbas', 'Humayun Qureshi', 'Ilyas Kashmiri', 'Iqbal Nimmi', 'K.D. Mirza', 'Mohammad Kamal Pasha', 'Muzaffar Adeeb', 'Naghma', 'Saima Noor', 'Shahid Rana', 'Tanzeem Hassan', 'Wajahat Attre']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32338509,Wehshi Gujjar,1979,PK,,nm0664525,nm6290772,"['Aasia', 'Afzaal Ahmad', 'Anwar Kamal Pasha', 'Bahar Begum', 'Chakori', 'Changezi', 'Hajji Mohabbat Ali', 'Iqbal Hassan', 'Jaggi Malik', 'Masood Butt', 'Mohammad Kamal Pasha', 'Muzaffar Adeeb', 'Najma', 'Sultan Rahi', 'Tafoo']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt32338529,Wehshi Daku,1982,PK,,nm5331258,nm6637734,"['Ali Ejaz', 'Ali Tahir', 'Ashiq Ali Hujra', 'Ateeq Tufail', 'Iftikhar Shahid', 'Irfan Khoosat', 'Jaggi Malik', 'Khalid Salim Mota', 'Mehboob Alam', 'Nabi Ahmed', 'Nadira Mumtaz', 'Nazli', 'Shehla Gill', 'Sultan Rahi', 'Usman Peerzada', 'Wajahat Attre']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32341798,Zameen Aasman,1994,PK,,nm13490608,nm0629214,"['Agha Hussaini', 'Bahar Begum', 'Bashir Niaz', 'Chaudhary Parvez', 'Izhar Qazi', 'Manzoor Ashraf', 'Muzaffar Adeeb', 'Nadeem Baig', 'Nargis', 'Qavi Khan', 'Sabeetha Perera', 'Saima Noor', 'Sajjad Rizvi', 'Shafqat Cheema', 'Sultan Rahi', 'Z.A. Zulfi']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32341867,Zamana,1993,PK,,nm8715651,nm9343705,"['Ashfaq Ali', 'Basheer Niaz', 'Gori', 'Humayun Butt', 'Humayun Qureshi', 'Izhar Qazi', 'Jawed Sheikh', 'Muhammad Javed Fazil', 'Neeli', 'Rana Sikandar', 'Saleem Butt', 'Sultan Rahi']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32359755,Ilyasa Gujjar,2010,PK,,nm0709364,nm6290772,"['Chaudhry Khadim Hussain', 'Mohammad Kamal Pasha', 'Naghma', 'Nargis', 'Nawaz Khan', 'Nayyar Ejaz', 'Parvez Rana', 'Raheela Agha', 'Saleem Hassan', 'Shaan Shahid', 'Shafqat Cheema', 'Silla Hussain', 'Tariq Shah', 'Ustad Tafu', 'Wajahat Attre', 'Zulfiqar Ali']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32370250,Paap,2023,BD,,nm7030553,nm7030556,"['Abdul Aziz', 'Aman Reza', 'Eamin Haque Bobby', 'Jakia Maha', 'Mostakim Suzon', 'Saikat Nasir', 'Sani Khan', 'Ziaul Roshan']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32373457,Kids Fight - A Fight for Identity,\N,PK,,nm4248084,"nm2494239,nm4248084","['Abubakar Khalil', 'Bashir Ahmad', 'Irfan Gorilla Ahmad', 'Marcus Winterbauer', 'Rich Franklin', 'Sarah Tareen', 'Shahzada Izmerai Durrani', 'Tonje Hessen Schei']","['cinematographer', 'director', 'editor', 'producer', 'self', 'writer']"
tt32377028,Sushagotom,2024,BD,,nm16144760,nm16144760,"['Alok Sarkar', 'Mahmudul Islam Mithu', 'Maruf Akib', 'Monirul Islam', 'Nipun', 'Nirab Hossain', 'Orchita Sporshia', 'Shafiqul Alam']","['actor', 'actress', 'director', 'editor', 'writer']"
tt32380497,Ghar Kab Ao Gey,2000,PK,,nm0440591,\N,"['Ahsan Khan', 'Amjad Bobby', 'Aqeel Ali Asghar', 'Babar Ali', 'Iqbal Kashmiri', 'Jawed Sheikh', 'Jia Ali', 'Meera', 'Noor', 'Saima Noor', 'Sana Fakhar', 'Shaan Shahid', 'Shehzad Gul', 'Waqar Bokhari', 'Zeeshan']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer']"
tt32386294,Goriber Shoshur Bari,2024,BD,,"nm12348105,nm12348103","nm12348103,nm12379739","['Eshan Haider', 'Idris Haider', 'Julfikar Chanchal', 'Ramim Gazi', 'Shammy Haider Poly', 'Shishir Ahmed', 'Shopna Sheikh', 'Tuhin Chowdhury']","['actor', 'actress', 'director', 'editor', 'producer', 'writer']"
tt3239672,Pakistan: Education and Women,2013,PK,,nm5996263,nm5996263,"['Asif Khan', 'Awais Ahmed', 'Dilnawaz Ahmed', 'Naveed Anjum', 'Raheel Mirza', 'Shah Hassan', 'Usman Khalid Gull', 'Wajiha Raza Rizvi']","['cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32400083,Banarasi Thag,1973,PK,,nm0440591,nm9959263,"['Afzaal Ahmad', 'Atia Sharf', 'Aziz Meeruti', 'Bakhshi Wazir', 'Ejaz Durrani', 'Fazal Haq', 'Firdous', 'Ilyas Kashmiri', 'Iqbal Kashmiri', 'Malik Feroz Din', 'Meena Chaudhry', 'Mumtaz', 'Naeem Hashmi', 'Saleem Butt', 'Sultan Rahi']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt32408796,Moynar Shesh Kotha,2024,BD,,nm16158397,"nm16158402,nm16158397","['Ahmed Yousuf Saber', 'Aruna Biswas', 'Babu Siddiki', 'Era Shikder', 'Mahmudul Islam Mithu', 'Munir Hossain Abul', 'Pirzada Shahidul Harun', 'Rasel Mia', 'S.M. Azhar', 'Sadek Bachchu', 'Sakhawat Sagor', 'Sanai Mahbub']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt32421650,Bhashaili (Adrift),2024,PK,,nm7170326,\N,"['Asif Ali', 'Jawad Sharif']","['cinematographer', 'director', 'editor', 'producer']"
tt32433566,Qodrat 2,2025,BD,bn,"nm3472098,nm10579605","nm4462199,nm3472098,nm9103082","['Acha Septriasa', 'Aria Prayogi', 'Asaf Antariksa', 'Calvin Moniaga', 'Charles Gozali', 'Della Dartyan', 'Donny Alamsyah', 'Fariz Alfarazi', 'Frans Paat', 'Gea Rexy', 'Hana Saraswati', 'Hani Pradigya', 'Linda Gozali', 'Norman R. Akyuwen', 'Nusa Kalimasada', 'Pritt Timothy', 'Rahadian Winursito', 'Septian Dwi Cahyo', 'Teguh Raharjo', 'Vino G. Bastian', 'Whani Darmawan']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt32436858,Guns and Roses: Ik Junoon,1999,PK,,nm0787030,\N,"['Farooq Zameer', 'M. Arshad', 'Meera', 'Resham', 'Saira Khan', 'Shaan Shahid', 'Tanvir Fatima Rehman']","['actor', 'actress', 'composer', 'director', 'producer']"
tt32438321,Aabshar,1978,PK,,nm0066834,\N,"['Aliya Begam', 'Aslam Pervaiz', 'Lehri', 'Manzoor Ashraf', 'Munir Zarif', 'Nanha', 'Nirala', 'Shabnam', 'Shah Nawaz', 'Shahid Hameed', 'Tamanna Begum', 'Zeenat Begum']","['actor', 'actress', 'composer', 'director']"
tt32451293,Borjatri,2024,BD,,nm8244209,nm8244209,"['Azizul Hakim', 'Bishawjit Datta', 'Jahid Nirob', 'Mili Munshi', 'Muhammad Qamruzzaman', 'Shilpi Sharkar Apu', 'Sumon Dhar', 'Tanjin Tisha', 'Tawsif Mahbub']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt32451797,Puttar Humayun Gujjar Da,2007,PK,,nm0709364,nm6290772,"['Anwar Khan', 'Asif Khan', 'Babar Butt', 'Humayun Qureshi', 'Irfan Khoosat', 'Mohammad Kamal Pasha', 'Mustafa Qureshi', 'Nargis', 'Parvez Rana', 'Raheela Agha', 'Rashid Mahmood', 'Sajid Nazir Ali', 'Shaan Shahid']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32452665,Pratyabartan,2013,BD,,nm16177504,nm13375187,"['Ahsan Kabir Liton', 'Pavel', 'Prokriti', 'Shiblee Noman']","['actress', 'composer', 'director', 'writer']"
tt3246460,The Unknown Bird in the Cage,2015,BD,,nm4517637,nm4517637,"['Arif Baul', 'Faisal', 'Fakir Babul Shah', 'Kazi Riad Omar', 'Nadim Shah', 'Rab Fakir', 'Saiful Islam', 'Swad Akram']","['casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32478046,Female 4,2024,BD,,nm10949663,nm10949663,"['Arfan Mredha Shiblu', 'Chashi Alam', 'Iresh Zaker', 'Jobayar Abir Peal', 'Kajal Arefin Ome', 'Marzuk Russell', 'Mohammad Saidur Rahman Pavel', 'Musafir Syed', 'Mushfiqur Rahman Manzu', 'Sharaf Ahmed Jibon', 'Shimul Sharma', 'Sumon Patwary', 'Vaskor Joni', 'Ziaul Hoque Polash']","['actor', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32495411,Curse of the Seven Oceans,2024,BD,en,nm7548460,"nm15894537,nm2544631","['Agus Firmansyah', 'Amalia T.S.', 'Antoni Steven', 'Ari Irham', 'Betz Illustration', 'Christian Sugiono', 'Eduward Manalu', 'Erwin Moron', 'Gita Miaji', 'Khafi Al-Juna', 'Lila Kodusa', 'Monica Dawry', 'Okie Yoga Pratama', 'Ricky Lionardi', 'Riheam Junianti', 'Rinenda Tyas', 'Rocky Soraya', 'Sandrinna Michelle', 'Sara Wijayanto', 'Tommy Dewo', 'Yatti Surachman']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt32522786,Poison,2024,BD,,nm11980366,nm16221196,"['Abdullah Al Sentu', 'Abu Hurayra Tanvir', 'Abul Kalam Azad Setu', 'Mamunur Rashid Tanim', 'Rawnak Hasan', 'Rubel Flyingkites', 'SM Sohag', 'Saif Khan', 'Sanjoy Somadder', 'Sumon Anowar', 'Sumon Hossain', 'Swarup Chandra Dey', 'Tanjin Tisha', 'Tiger Robi', 'Zahid Chowdhury']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt32552818,Na Baligh Afraad,2024,PK,,nm6567539,"nm6567545,nm6567539","['Aashir Wajahat', 'Arzu Fatima', 'Asif Mumtaz', 'Ayaz Syed', 'Bilal Wajid', 'Fizza Ali Meerza', 'Irfan Motiwala', 'Mohammed Ehteshamuddin', 'Nabeel Qureshi', 'Rana Kamran', 'Rimha Ahmad', 'Saleem Mairaj', 'Samar Jafri']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt32579785,Hum Tum Aur Woo,2024,PK,,nm10190415,nm10190415,"['Furqan Gul', 'Junaid Khan', 'Muhammad Salik', 'Nomaan Khan', 'Wajid Saeed']","['actor', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32582043,Durpalla,\N,BD,,nm16247816,\N,['Siam Kabir'],['director']
tt32589808,Dark World,2024,BD,,nm5785406,nm8060606,"['Biswajit Dutta', 'Chikon Ali', 'Deepa Khandakar', 'Delowar Hossain Dil', 'Don', 'Koushani Mukherjee', 'Mahmudul Islam Mithu', 'Misha Sawdagor', 'Munna Khan', 'Mustafizur Rahman Manik', 'Shiba Shanu', 'Shimul Khan', 'Touhid Hossain Chowdhury']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32597303,Agontuk,2024,BD,,nm14699998,"nm8244209,nm9447350","['Adhyan Dhara', 'Amowara Shahi', 'Bithi Rani Sarkar', 'Emad Emran', 'Farhad Hossain', 'Hindol Roy', 'Masum Basher', 'Mili Basher', 'Puja Cherry Roy', 'Raisul Islam Anik', 'Sabuj Khan', 'Shahed Ali', 'Shamol Mawla', 'Shikha Mou', 'Sumon Dhar']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt32597635,Moyurakkhi,2024,BD,,nm13034264,nm11701504,"['Bayzid Prince', 'Deepak Suman', 'Eamin Haque Bobby', 'Golam Rabbani', 'Jahid Nirob', 'Kosturi Chowdhury', 'Raisul Islam Anik', 'Rashid Polash', 'Sadia Mahi', 'Sandeep Roy', 'Sudip Biswas Deep', 'Sumit Sen Gupta']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt32600501,Revenge,2024,BD,,nm14742444,nm4683293,"['Abdullah Zahir Babu', 'Amin Sardar', 'Anindita Mimi', 'Deepa Khandakar', 'Jadu Azad', 'Kazi Hayat', 'Misha Sawdagor', 'Mohammad Iqbal', 'Saiful Saheen', 'Shabnam Bubly', 'Shimanto Ahmed', 'Touhid Hossain Chowdhury', 'Ziaul Roshan']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt32607206,Ishq Mubarak,2024,PK,,nm9144837,nm6299149,"['Asad Zada', 'Asghar Cheema', 'Asif Khan', 'Dilbar Munir', 'Feroza Ali', 'Jahangir Khan', 'Jiya Butt', 'Khalida Yasmeen', 'Mumtaz Zeb', 'Saleem Murad', 'Shahid Usman', 'Waqar Jani']","['actor', 'actress', 'director', 'editor', 'producer', 'writer']"
tt32621722,The Blind Girl and an Elephant,\N,BD,,nm12052733,nm12052733,"['Ashok Bepari', 'Golam Muntakim', 'Hasib Ahmed', 'Ishtiyak Ahmad Zihad', 'Jayita Mahalanobish', 'Manoj Pramanik', 'Mounsiff Mim', 'Nishat Tasnim', 'Pankaj', 'Robius Sunny', 'Sabiha Zaman', 'Samiul Karim Shuptak', 'Sanzida Sorna', 'Sumaiya Haque', 'Tahmida Rahman Touhida']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt32623423,Pappu Gujjar,2006,PK,,nm0125231,nm0011978,"['Haji Mohabbat Ali', 'Iftikhar Thakur', 'Manzoor Ashraf', 'Masood Butt', 'Meera', 'Moammar Rana', 'Nasir Adib', 'Nasir Chinyoti', 'Nayyar Ejaz', 'Saima Noor', 'Saud', 'Shaan Shahid', 'Shafqat Cheema', 'Tariq Shah', 'Ustad Tafu']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32627537,Khatarnak,1990,PK,,nm14371602,nm16265701,"['Akram Khan', 'Albela', 'Hassan Murad', 'Humayun Qureshi', 'Ismail Shah', 'M. Afzal Haidar', 'Nasrullah Butt', 'Nida Mumtaz', 'Saima Noor', 'Saleem Butt', 'Sultan Rahi', 'Tanzeem Hassan', 'Wajahat Attre', 'Zahir Shah']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt32633659,Abhi,2024,PK,,nm11163595,nm16269217,"['Ali Chaudhry', 'Asad Mumtaz Malik', 'Batin Farooqi', 'Faizan Dar', 'Fawad Awan', 'Gohar Mumtaz', 'Hareem Farooq', 'Hina Khawaja Bayat', 'M. Arif', 'Marhoom Ahmad Bilal', 'Mehmood Aslam', 'Moshin Bhutto', 'Muhammad Waleed Abbas', 'Salman Hamid', 'Shees Sajjad Gul', 'Shoaib Rabbani']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32633892,Massacre of the Witches,2025,BD,en,nm4457074,"nm17196089,nm15119043,nm5144133","['Annisa Hertami', 'Ariyo Wahab', 'Aura Gemintang', 'Aurora Ribero', 'Azhar Kinoi Lubis', 'Baskoro Adi Wuryanto', 'Calvin Moniaga', 'JeroPoint', 'Kaneishia Yusuf', 'Kevin Ardilova', 'M. Iqbal Sulaiman', 'Manoj Punjabi', 'Nara Anindyaguna', 'Rocky Irvano', 'Sanjay Mulani', 'Sasya Anastasya', 'Siti Azizah Chairunnisa', 'T. Rifnu Wikana', 'Teguh Raharjo', 'Totos Rasiti', 'Yadi Sugandi', 'Zamrud Lazuardi']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32634857,Harami Bou,2024,BD,,nm12348105,\N,"['Brij Bhushan', 'Eshan Haider', 'Shishir Ahmed', 'Shopna Sheikh', 'Zass Mannat']","['actor', 'actress', 'director', 'editor']"
tt32635378,Checkered Ninja 3,2025,BD,en,"nm1580685,nm1272499",nm1272499,"['Anders Mastrup', 'Anders Matthesen', 'Christian Vinten', 'Emma Sehested Høeg', 'Flora Ofelia Hofmann Lindahl', 'Kristian Håskjold', 'Louis Næss-Schmidt', 'Thorbjørn Christoffersen', 'Trine Heidegaard']","['actor', 'actress', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32635378,Checkered Ninja 3,2025,PK,en,"nm1580685,nm1272499",nm1272499,"['Anders Mastrup', 'Anders Matthesen', 'Christian Vinten', 'Emma Sehested Høeg', 'Flora Ofelia Hofmann Lindahl', 'Kristian Håskjold', 'Louis Næss-Schmidt', 'Thorbjørn Christoffersen', 'Trine Heidegaard']","['actor', 'actress', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32641103,Hum Hayn Aapkay Ghulam,1996,PK,,nm0403950,\N,"['Altaf Hussain', 'Arif Chodhary', 'Babar Ali', 'M. Ashraf Ali', 'Meera', 'Nargis', 'Reema']","['actor', 'actress', 'composer', 'director', 'producer']"
tt32642108,"My Daddy, My Superhero",\N,PK,,"nm6607709,nm1710155",nm6607709,"['Aziz Jindani', 'Fahad Mustafa', 'Shuja Haider', 'Zeeshan Karimi']","['actor', 'composer', 'director', 'producer', 'writer']"
tt32643830,The Elixir,2025,BD,en,nm3125415,"nm3166964,nm1819084,nm3125415","['Agasyah Karim', 'Ardit Erwandha', 'Claresta Taufan Kusumarina', 'Dimas Anggara', 'Donny Damara', 'Edwin Nazir', 'Eva Celia Latjuba', 'Fachrun Daud', 'Fajar Yuskemal', 'Khalid Kashogi', 'Kiki Narendra', 'Kimo Stamboel', 'Marthino Lio', 'Mikha Tambayong', 'Patrick Tashadian', 'Stanly Saklil', 'Varren Arianda Calief', 'Vonny Anggraini']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32651453,Mango Jutt,\N,PK,,nm10689162,nm10689162,"['Abu Aleeha', 'Ali Allahditta', 'Asrad Khan', 'Faysal Qureshi', 'Hareem Farooq', 'Iftikhar', 'Muhammad Ali Motu Bhai', 'Qaiser Piya', 'Shamoon Abbasi']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt32653110,Ishq 2020,\N,PK,,nm10775071,"nm9549474,nm11482639","['Ahsan Raza', 'Altaf Hussain', 'Asma Nabeel', 'Komal Aziz Khan', 'Mariam Ansari', 'Muneeb Butt', 'Najaf Bilgrami', 'Sanam Chaudhry']","['actor', 'actress', 'director', 'writer']"
tt32658121,Jeeva Gujjar,2003,PK,,nm0539601,nm0011978,"['Altaf Khan', 'Anwar Khan', 'Babar Ali', 'Heera Malik', 'Khawar Butt', 'Nasir Adib', 'Raheela Agha', 'Sabir Ali', 'Saima Noor', 'Shaan Shahid', 'Tariq Shah', 'Yunus Malik', 'Zahir Shah', 'Zulfiqar Ali Khan']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32737789,Palta Akromon,2004,BD,,\N,nm12366449,"['Ahmed Nasir', 'Alexander Bo', 'Ekramul Haque', 'Emon Shaha', 'Misha Sawdagor', 'Rasheda Chowdhury', 'Sabrina Sultana Keya', 'Sadek Bachchu', 'Shah Mohammad Sikander Ali', 'Shahed Khan', 'Shakib Khan', 'Shanoo', 'Shilpa']","['actor', 'actress', 'composer', 'editor', 'producer', 'writer']"
tt32741312,Matir Thikana,2011,BD,,nm2774522,nm3180843,"['Alamgir', 'Aliraj', 'Diti', 'Emon Shaha', 'Golam Morshed Mohammed', 'Purnima', 'Saquiba Bintay Ali', 'Shah Alam Kiron', 'Shakib Khan', 'Sharmili Ahmed', 'Shiba Shanu']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32748750,Rajpather Badshah,2011,BD,,nm16291021,"nm16291025,nm16291021","['Adil', 'Ahmed Sharif', 'Aziz Ponir', 'M.A. Awal', 'M.R. Nilu', 'Milton Khondokar', 'Mir Shah Jahan', 'Moumita Mou', 'Prince', 'Rubel', 'Shams', 'Shikha', 'Shiraj Haider', 'Subrata Barua', 'Suchorita', 'Touhid Hossain Chowdhury']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt32759418,"Daku, Chor, Sipahi",1993,PK,,nm0125231,nm0011978,"['Albela', 'Altaf Khan', 'Deeba Qabil', 'Humayun Qureshi', 'Izhar Qazi', 'Manzoor Ashraf', 'Masood Butt', 'Nargis', 'Nasir Adib', 'Nasrullah Butt', 'Reema', 'Safdar Khan', 'Saima Noor', 'Sultan Rahi']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'producer', 'writer']"
tt32767024,Love Stories 2024,2024,PK,,nm6748314,nm6748314,"['Abdullah Ejaz', 'Faseeh Bari Khan', 'Harmeet Singh', 'Iffat Umar', 'Resham']","['actor', 'actress', 'director', 'producer', 'writer']"
tt32779927,Upohar,1975,BD,,nm7575956,\N,"['Abdul Latif Bachchu', 'Darashiko', 'Golam Mustafa', 'Hashmot', 'Kabori Sarwar', 'Kamal Ahmed', 'Narayan Chakraborty', 'Razzak', 'Subol Das', 'Sultana', 'Tele Samad']","['actor', 'actress', 'cinematographer', 'composer', 'director']"
tt32792750,Kacher Shatru,2014,BD,,nm16291021,"nm5316525,nm16291021","['Ahmed Sharif', 'Amin Khan', 'Dana', 'Gulshan Ara Ahmed', 'Hasan Ahmed', 'Jacky Alamgir', 'Kamol Sarkar', 'Kazi Hayat', 'M.A. Awal', 'M.A. Kashem', 'Miju Ahmed', 'Milton Khondokar', 'Nipun', 'Rumana', 'Samraat', 'Syed Mukhlesur Rahman', 'Touhid Hossain Chowdhury']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'writer']"
tt32806975,Pagari Sanmbhal Jatta,2004,PK,,nm11089818,nm6290668,"['Asad Bukhari', 'Hassan Murad', 'Khusboo', 'Moammar Rana', 'Mohammad Parvez Kaleem', 'Nawaz Khan', 'Resham', 'Sana Fakhar', 'Saud', 'Shafqat Cheema', 'Yousaf Khan', 'Zahoor Hussain Gilani']","['actor', 'actress', 'director', 'writer']"
tt3281548,Little Women,2019,BD,en,nm1950086,"nm1950086,nm0017301","['Alexandre Desplat', 'Amy Pascal', 'Bob Odenkirk', 'Denise Di Novi', 'Eliza Scanlen', 'Emma Watson', 'Florence Pugh', 'Francine Maisler', 'Greta Gerwig', 'James Norton', 'Jess Gonchor', 'Kathy Driscoll', 'Laura Dern', 'Louis Garrel', 'Louisa May Alcott', 'Nick Houy', 'Robin Swicord', 'Saoirse Ronan', 'Timothée Chalamet', 'Tracy Letts', 'Yorick Le Saux']","['actor', 'actress', 'casting_director', 'cinematographer', 'composer', 'director', 'editor', 'producer', 'production_designer', 'writer']"
tt32828667,Takar Ovab,2024,BD,,"nm12348105,nm12348103","nm12348105,nm12348103","['Eshan Haider', 'Idris Haider', 'Jannatul Ritto', 'Kamruzzaman Tapu', 'Mohima Imroz Anha', 'Nahar Nowrin', 'Pince Nur Mohammad', 'Rifat Ahmed', 'Sahana Sumi', 'Shopna Sheikh', 'Tuhin Chowdhury']","['actor', 'actress', 'director', 'editor', 'writer']"
tt32832298,90 Days,2021,BD,,nm11616814,nm12658457,"['Mushfiqur Rahman Manzu', 'Nayem Fuad', 'Rajib Ahmed', 'Ramjan Ali', 'Rubel Hasan', 'Tahsan', 'Tasnia Farin']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32850652,Rim Jhim,1971,PK,,nm1525591,nm16321656,"['Azad', 'Kamaal Irani', 'Khursheed Sajjad', 'Meena Chaudhry', 'Naashad', 'Qamar Zaidi', 'Qazi Wajid', 'Riaz Farshori', 'Rozina', 'Santosh Russal', 'Waheed Murad', 'Zahoor Ahmed', 'Zamurd']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32856854,Honey Honey Moon Moon,2020,BD,,nm12107515,nm12107515,"['Azmeri Haque Badhon', 'Basudeb', 'Mosharraf Karim', 'Oranno alamgir Munshi', 'Sajin Ahmed Babu']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'writer']"
tt32864286,Amader Divorce,2024,BD,,nm15912349,nm11365384,"['Habibur Rahman Habib', 'Irfan Sajjad', 'Kamruzzaman Sharkar Tumon', 'Khaled Sajeeb', 'Lamima Lam', 'Rashedul Kabir Rimon', 'Shahajada Shahed']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32864474,Ek Hridoyhina,2020,BD,,nm6906633,nm6906633,"['H M Jaman', 'Mushfiqur Rahman Manzu', 'Orsha', 'Ramjan Ali', 'Shihab Shaheen', 'Ziaul Faruq Apurba']","['actor', 'actress', 'cinematographer', 'director', 'editor', 'producer', 'writer']"
tt32868853,Delhi Gate,2026,PK,,nm7945016,nm6290772,"['Gauhar Abbas', 'Hani Baloch', 'Javaid Shiekh', 'Khalid Butt', 'M.A. Mustafa', 'Mohammad Kamal Pasha', 'Nadeem Cheema', 'Qavi Khan', 'Rashid Mahmood', 'Roma Michael', 'Shafqat Cheema', 'Shamoon Abbasi', 'Suzain Fatima', 'Yasser Khan']","['actor', 'actress', 'cinematographer', 'director', 'producer', 'writer']"
tt32875194,Barud,1979,BD,bn,nm4529366,"nm16330645,nm7833987,nm4529366","['Adil', 'Alam Khan', 'Arun Ray', 'Azim', 'Bobita', 'Dewan Nazrul', 'Fazle Haque', 'Jashim', 'Jashim Dossani', 'Kalpona', 'Nuton', 'Raju Siraj', 'Shabana', 'Sohel Rana', 'Sujata', 'Wasim']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt32875194,Barud,1979,BD,,nm4529366,"nm16330645,nm7833987,nm4529366","['Adil', 'Alam Khan', 'Arun Ray', 'Azim', 'Bobita', 'Dewan Nazrul', 'Fazle Haque', 'Jashim', 'Jashim Dossani', 'Kalpona', 'Nuton', 'Raju Siraj', 'Shabana', 'Sohel Rana', 'Sujata', 'Wasim']","['actor', 'actress', 'cinematographer', 'composer', 'director', 'editor', 'writer']"
tt32875436,Salakhen,1977,PK,,nm0039387,nm11173067,"['Afzaal Ahmad', 'Babra Sharif', 'Ghulam Mohiuddin', 'Hassan Askari', 'Humayun Qureshi', 'Kamal Ahmad', 'Khalid Salim Mota', 'Mohammad Ali', 'Mohammad Hanif Azad', 'Nazir Zaigham', 'Riaz Arshad', 'Talish', 'Tamanna Begum', 'Tariq Masood Qureshi']","['actor', 'actress', 'composer', 'director', 'producer', 'writer']"
tt32881093,Gunda the Terrorist,2015,BD,,nm8242152,\N,"['Achol', 'Amrita Khan', 'Bappy Chowdhury', 'Don', 'Il', 'Isphahani Arif Jahan', 'Misha Sawdagor']","['actor', 'actress', 'director']"
tt32897209,Basheera Gujjar,2023,PK,,nm0125231,nm0011978,"['Achhi Khan', 'Haider Sultan', 'Jahangir Khan', 'Masood Butt', 'Mehru Khan', 'Moammar Rana', 'Nasir Adib', 'Raheela Agha', 'Shafqat Cheema', 'Shahid Hameed', 'Sumbul Khan', 'Ustad Tafu']","['actor', 'actress', 'composer', 'director', 'writer']"
